Date Pptn Tmax Tmin Wind
1951-01-01 0.0 23.24 4.49 2.0572
1951-01-02 0.0 23.8 5.76 1.7571
1951-01-03 0.0 23.73 5.48 1.4707
1951-01-04 0.0 23.79 6.42 1.2474
1951-01-05 0.0 24.24 7.51 0.8117
1951-01-06 0.0 24.67 10.15 2.2142
1951-01-07 0.0 24.88 10.45 2.0225
1951-01-08 0.0 24.85 8.11 3.0794
1951-01-09 0.0 23.64 6.9 3.1327
1951-01-10 0.0 23.41 7.23 2.3447
1951-01-11 0.0 25.77 8.11 3.1335
1951-01-12 0.0 26.06 8.8 3.7665
1951-01-13 0.0 25.41 8.91 2.3443
1951-01-14 0.0 22.94 7.91 3.5318
1951-01-15 0.0 22.96 8.98 3.074
1951-01-16 0.0 22.37 8.0 3.8816
1951-01-17 0.0 22.57 5.91 2.4201
1951-01-18 0.0 23.43 7.32 3.2374
1951-01-19 0.0 24.17 8.48 4.4733
1951-01-20 0.0 23.54 6.5 3.6608
1951-01-21 0.0 21.59 6.0 3.1436
1951-01-22 0.0 21.88 6.22 3.6452
1951-01-23 0.0 21.84 4.74 3.6469
1951-01-24 0.0 22.24 5.08 1.6903
1951-01-25 0.0 23.49 6.24 3.7345
1951-01-26 0.0 25.23 7.38 4.743
1951-01-27 0.0 26.4 7.98 2.9536
1951-01-28 0.0 27.67 8.09 4.5937
1951-01-29 0.0 26.2 8.8 2.4848
1951-01-30 0.0 25.63 9.42 1.3372
1951-01-31 0.0 25.29 8.49 3.9738
1951-02-01 0.0 24.67 8.07 5.4296
1951-02-02 0.0 20.48 3.5 3.2579
1951-02-03 0.0 18.8 3.36 4.6475
1951-02-04 0.0 18.54 4.47 3.6252
1951-02-05 0.0 20.42 7.44 4.5249
1951-02-06 0.0 22.35 5.96 4.1468
1951-02-07 0.0 23.85 8.41 3.9573
1951-02-08 0.0 27.13 9.3 2.1019
1951-02-09 0.0 28.58 11.17 4.6082
1951-02-10 0.0 28.62 10.12 5.7427
1951-02-11 0.0 25.08 6.99 3.1658
1951-02-12 0.0 22.62 6.21 4.1416
1951-02-13 0.0 23.4 7.56 4.071000000000001
1951-02-14 0.0 26.1 8.66 1.5743
1951-02-15 0.0 26.82 8.54 4.3937
1951-02-16 0.0 26.88 7.39 3.1182
1951-02-17 0.0 27.74 9.82 2.4948
1951-02-18 0.0 30.22 11.01 1.9969
1951-02-19 0.0 33.22 13.3 6.1754
1951-02-20 0.0 31.51 12.56 3.7752
1951-02-21 0.0 30.92 11.61 0.6872699999999999
1951-02-22 0.0 33.13 11.98 3.1294
1951-02-23 0.0 33.43 12.9 4.0131
1951-02-24 0.0 34.66 12.8 4.5436
1951-02-25 0.0 33.13 14.18 4.4637
1951-02-26 0.0 32.91 13.72 3.5956
1951-02-27 0.0 33.14 14.55 5.2968
1951-02-28 0.0 32.57 13.52 5.2671
1951-03-01 0.0 35.01 13.89 4.5885
1951-03-02 0.0 35.09 14.37 4.2254
1951-03-03 0.0 34.13 16.19 5.1737
1951-03-04 0.0 34.21 14.96 4.1156
1951-03-05 0.0 35.54 15.92 0.5986
1951-03-06 0.0 35.72 17.95 4.1744
1951-03-07 0.0 35.1 18.59 5.2109
1951-03-08 0.0 35.16 17.57 4.8233
1951-03-09 0.0 34.92 18.64 4.8252
1951-03-10 0.0 32.94 17.42 3.9138
1951-03-11 0.0 32.76 17.7 3.9504
1951-03-12 0.0 30.4 14.03 3.9101
1951-03-13 0.0 30.28 13.6 2.7424
1951-03-14 0.0 31.37 13.88 2.7247
1951-03-15 0.0 32.4 14.6 1.5904
1951-03-16 0.0 34.78 16.9 0.74675
1951-03-17 0.0 34.49 17.41 3.6043
1951-03-18 0.0 34.38 17.72 4.4765
1951-03-19 0.0 32.71 19.16 4.1528
1951-03-20 0.0 30.7 16.68 3.2748
1951-03-21 0.0 30.5 15.62 1.7681
1951-03-22 0.0 31.39 18.64 3.7619
1951-03-23 0.0 31.53 19.86 5.0193
1951-03-24 0.0 30.21 17.99 6.2136
1951-03-25 2.5932 28.35 16.04 5.82
1951-03-26 0.98565 28.25 14.58 5.9291
1951-03-27 0.0 27.52 15.73 1.8389
1951-03-28 0.0 30.25 16.85 3.6334
1951-03-29 0.0 29.44 16.95 1.3759
1951-03-30 0.68484 30.58 16.81 4.3942
1951-03-31 0.0 30.7 16.72 3.406
1951-04-01 0.0 30.65 17.61 2.6869
1951-04-02 0.8376 31.46 17.83 5.2996
1951-04-03 0.0 31.45 16.94 4.5922
1951-04-04 0.0 30.49 17.92 1.6041
1951-04-05 0.0 31.32 18.62 1.5368
1951-04-06 0.0 33.18 19.85 3.7167
1951-04-07 0.0 33.51 16.91 6.2306
1951-04-08 0.0 29.02 14.57 4.7131
1951-04-09 0.0 30.05 15.04 3.8215
1951-04-10 0.0 31.54 15.15 1.5816
1951-04-11 0.0 33.52 17.17 1.7331
1951-04-12 0.0 36.0 19.1 3.2157
1951-04-13 0.0 37.5 20.76 1.4256
1951-04-14 0.0 38.96 21.46 3.377
1951-04-15 0.0 40.25 22.16 3.3837
1951-04-16 0.0 40.28 23.52 0.17065999999999998
1951-04-17 0.0 39.82 24.83 4.974
1951-04-18 0.0 39.62 24.19 5.2657
