Date Pptn Tmax Tmin Wind
1951-01-01 0.0 26.0 10.74 4.2099
1951-01-02 0.0 26.6 10.93 3.3987
1951-01-03 0.0 27.47 12.35 2.6341
1951-01-04 0.0 27.28 11.94 2.7659
1951-01-05 0.0 26.15 10.62 2.3659
1951-01-06 0.0 26.63 11.95 2.349
1951-01-07 0.0 27.4 12.82 4.7616
1951-01-08 0.0 27.52 13.67 5.196000000000001
1951-01-09 0.0 27.58 11.72 4.4493
1951-01-10 0.0 27.57 11.95 2.3484
1951-01-11 0.0 28.56 11.94 2.9018
1951-01-12 0.0 26.77 13.07 3.7121
1951-01-13 0.0 26.18 13.0 4.7059
1951-01-14 0.0 25.65 11.51 4.5621
1951-01-15 0.0 25.78 11.37 4.6104
1951-01-16 0.0 25.06 9.95 4.0280000000000005
1951-01-17 0.0 24.24 10.03 4.6244
1951-01-18 0.0 25.88 10.26 2.739
1951-01-19 0.0 26.84 12.63 4.5786
1951-01-20 0.0 26.18 11.36 5.5993
1951-01-21 0.0 25.58 10.35 4.9981
1951-01-22 0.0 25.53 11.53 5.5893
1951-01-23 0.0 26.12 11.2 6.1229
1951-01-24 0.0 26.03 11.31 2.9446
1951-01-25 0.0 26.52 10.97 1.6703
1951-01-26 0.0 27.68 11.51 3.8423
1951-01-27 0.0 28.3 12.52 3.5064
1951-01-28 0.0 27.91 12.23 2.8155
1951-01-29 0.0 27.4 12.72 1.3999
1951-01-30 0.0 27.41 12.95 3.5629
1951-01-31 0.0 25.96 13.42 2.2207
1951-02-01 0.0 24.84 13.82 5.436
1951-02-02 0.0 23.81 7.72 5.9007
1951-02-03 0.0 22.33 7.17 7.6395
1951-02-04 0.0 22.79 8.93 4.9491
1951-02-05 0.0 24.0 10.96 5.881
1951-02-06 0.0 25.25 10.97 4.8696
1951-02-07 0.0 26.57 12.59 2.8808
1951-02-08 0.0 29.77 14.29 2.3045
1951-02-09 0.0 31.07 15.94 5.1078
1951-02-10 0.0 29.42 13.96 5.0915
1951-02-11 0.0 25.62 10.62 4.5742
1951-02-12 0.0 25.6 10.76 5.7006
1951-02-13 0.0 27.6 11.8 5.5004
1951-02-14 0.0 28.77 13.07 3.1733
1951-02-15 0.0 29.17 12.98 5.8955
1951-02-16 0.0 29.81 12.99 5.3225
1951-02-17 0.0 31.41 15.16 3.824
1951-02-18 0.0 32.91 14.64 1.2956
1951-02-19 0.0 32.56 15.83 4.4447
1951-02-20 0.0 31.6 15.48 3.6333
1951-02-21 0.0 33.88 15.94 0.47576999999999997
1951-02-22 0.0 34.21 16.82 3.8911
1951-02-23 0.0 32.97 16.28 2.9146
1951-02-24 0.0 32.38 17.22 3.1098
1951-02-25 0.0 31.07 16.63 3.0007
1951-02-26 0.0 31.6 16.23 3.17
1951-02-27 0.0 32.89 16.82 4.2534
1951-02-28 0.0 32.16 16.64 3.7606
1951-03-01 0.0 33.4 17.76 4.2019
1951-03-02 0.0 34.75 18.63 3.3455
1951-03-03 0.0 35.6 18.77 6.0022
1951-03-04 0.0 36.72 18.39 0.8972899999999999
1951-03-05 0.0 35.98 18.1 3.5108
1951-03-06 0.0 35.56 18.64 4.1603
1951-03-07 0.0 35.62 19.86 4.2852
1951-03-08 0.0 35.54 19.89 5.3581
1951-03-09 0.0 33.89 20.63 5.3452
1951-03-10 0.0 33.87 20.09 3.141
1951-03-11 0.0 33.54 20.59 3.9698
1951-03-12 0.0 32.78 18.39 3.8918
1951-03-13 0.0 32.85 17.71 3.2781
1951-03-14 0.0 33.32 17.39 3.9621
1951-03-15 0.0 34.12 17.18 2.502
1951-03-16 0.0 34.14 19.59 5.2759
1951-03-17 0.0 33.96 19.78 5.5153
1951-03-18 0.0 34.0 19.65 6.6684
1951-03-19 0.0 32.98 21.74 6.371
1951-03-20 0.0 30.75 20.03 3.7398
1951-03-21 0.0 30.91 19.46 4.6876
1951-03-22 0.0 30.46 20.94 6.0283
1951-03-23 0.0 31.04 21.83 5.9903
1951-03-24 0.0 30.26 20.78 7.4193
1951-03-25 0.0 28.24 19.57 7.6381
1951-03-26 0.0 28.74 18.91 6.8434
1951-03-27 0.0 28.57 19.95 2.5167
1951-03-28 0.0 29.28 19.66 4.6382
1951-03-29 0.0 28.24 18.35 5.581
1951-03-30 0.0 30.82 18.35 5.4307
