Date Pptn Tmax Tmin Wind
1951-01-01 0.0 22.95 3.85 2.2355
1951-01-02 0.0 23.43 4.86 1.7689
1951-01-03 0.0 23.62 4.72 2.2311
1951-01-04 0.0 23.42 5.83 3.2560000000000002
1951-01-05 0.0 23.86 7.24 3.5839999999999996
1951-01-06 0.0 23.97 10.05 5.1051
1951-01-07 0.0 23.96 9.96 3.4492
1951-01-08 0.0 24.99 8.3 1.666
1951-01-09 0.0 23.33 7.25 2.589
1951-01-10 0.0 22.93 7.09 3.3402
1951-01-11 0.0 25.08 7.95 3.8165
1951-01-12 0.0 25.93 8.74 3.8335
1951-01-13 0.28038 25.44 8.92 0.7490600000000001
1951-01-14 0.0 22.8 8.06 3.9845
1951-01-15 0.0 22.51 9.86 1.4346
1951-01-16 0.0 22.27 8.51 3.7365
1951-01-17 0.0 22.39 5.82 1.8625
1951-01-18 0.0 22.53 6.78 2.5567
1951-01-19 0.0 23.27 8.18 3.6707
1951-01-20 0.0 22.87 6.35 3.645
1951-01-21 0.0 21.02 6.24 3.3418
1951-01-22 0.0 21.54 6.01 2.9409
1951-01-23 0.0 21.4 4.45 3.3952
1951-01-24 0.0 21.81 4.32 1.1399
1951-01-25 0.0 22.71 5.52 2.8662
1951-01-26 0.0 24.68 7.21 4.5031
1951-01-27 0.0 25.86 7.8 2.8173
1951-01-28 0.0 27.29 7.9 4.8727
1951-01-29 0.0 26.17 8.83 2.8492
1951-01-30 0.0 25.77 9.53 1.1283
1951-01-31 0.0 24.86 8.62 3.7566
1951-02-01 0.0 24.01 7.88 5.7778
1951-02-02 0.0 20.15 3.62 4.0647
1951-02-03 0.0 17.99 3.24 4.1648
1951-02-04 0.0 17.93 4.38 3.51
1951-02-05 0.0 19.78 7.74 2.108
1951-02-06 0.0 21.39 5.54 3.0563
1951-02-07 0.0 22.61 7.74 3.3723
1951-02-08 0.0 26.07 8.81 3.0419
1951-02-09 0.0 28.07 10.78 4.4997
1951-02-10 0.0 28.44 10.56 6.6476
1951-02-11 0.0 24.86 6.83 3.9974
1951-02-12 0.0 22.34 6.23 3.9026
1951-02-13 0.0 22.89 7.12 3.7576
1951-02-14 0.0 25.75 8.08 2.7034
1951-02-15 0.0 26.69 7.89 4.2665
1951-02-16 0.0 26.24 7.08 3.6822
1951-02-17 0.0 27.18 9.04 3.2729
1951-02-18 0.0 29.79 10.76 0.31124
1951-02-19 0.0 32.85 12.63 6.287999999999999
1951-02-20 0.0 31.53 12.99 4.2712
1951-02-21 0.0 30.9 11.22 1.3111
1951-02-22 0.0 32.5 11.8 3.1889999999999996
1951-02-23 0.0 32.8 11.97 4.3027
1951-02-24 0.0 34.03 11.82 4.1252
1951-02-25 0.0 32.8 13.57 4.8337
1951-02-26 0.0 32.75 13.19 4.0508
1951-02-27 0.0 32.48 13.28 4.5741
1951-02-28 0.0 32.27 12.95 4.4551
1951-03-01 0.0 34.48 13.13 3.8462
1951-03-02 0.0 34.97 13.57 3.9789
1951-03-03 0.0 33.7 15.34 4.5852
