Date Pptn Tmax Tmin Wind
1951-01-01 0.0 19.89 3.33 2.443
1951-01-02 0.0 21.61 3.32 1.8971
1951-01-03 0.0 21.11 3.31 1.8981
1951-01-04 0.0 21.5 3.81 3.9098
1951-01-05 0.0 21.16 4.84 5.577999999999999
1951-01-06 0.0 20.79 5.99 5.9472
1951-01-07 0.075312 20.12 7.53 6.351
1951-01-08 0.15835 17.33 6.12 3.2557
1951-01-09 0.0 19.55 5.04 2.9107
1951-01-10 0.0 19.93 5.57 1.6885
1951-01-11 0.0 21.73 6.08 0.41411000000000003
1951-01-12 0.0 21.22 7.03 2.5703
1951-01-13 1.6699 21.8 8.81 3.5054
1951-01-14 0.0 19.0 7.47 3.9766
1951-01-15 1.3029 20.94 6.84 3.7472
1951-01-16 3.1843 19.97 8.77 2.1513
1951-01-17 2.2215 17.03 5.25 1.224
1951-01-18 0.0 18.3 5.4 3.8823
1951-01-19 0.0 19.19 7.24 3.1562
1951-01-20 0.0 19.34 5.8 2.8347
1951-01-21 0.0 18.8 6.5 1.9914
1951-01-22 0.0 17.11 4.22 1.2448
1951-01-23 0.0 19.14 4.24 2.4669
1951-01-24 0.0 19.89 3.7 1.2834
1951-01-25 0.0 20.53 4.33 0.8726700000000001
1951-01-26 0.0 21.89 5.31 4.4426
1951-01-27 0.0 22.2 5.63 4.3933
1951-01-28 0.0 24.05 6.33 3.3076
1951-01-29 0.0 25.43 7.53 3.1625
1951-01-30 0.0 24.52 7.04 6.8288
1951-01-31 3.1331 23.18 7.25 5.6949
1951-02-01 0.0 22.24 7.26 1.7389
1951-02-02 0.0 21.54 5.51 2.0102
1951-02-03 0.0 16.84 2.23 3.2197
1951-02-04 0.0 19.26 4.66 4.4674
1951-02-05 0.0 19.45 6.13 5.715
1951-02-06 0.0 19.59 5.67 2.9447
1951-02-07 0.0 19.39 6.49 3.0069
1951-02-08 0.0 22.21 8.18 2.9048
1951-02-09 0.0 24.92 9.16 2.8679
1951-02-10 0.0 25.46 9.93 3.3149
1951-02-11 0.0 23.66 7.62 0.90265
1951-02-12 0.0 21.77 5.26 3.9004
1951-02-13 0.0 21.95 6.14 4.0544
1951-02-14 0.0 24.36 7.12 4.2415
1951-02-15 0.0 24.45 6.44 4.0264
1951-02-16 0.0 22.43 5.71 3.9452
1951-02-17 0.0 24.66 7.8 3.8336
1951-02-18 0.0 26.82 9.43 3.2877
1951-02-19 0.0 29.02 10.01 1.1242
1951-02-20 0.0 29.24 8.64 4.1046
1951-02-21 0.0 28.05 9.33 3.0757
1951-02-22 0.0 28.84 10.24 2.9039
1951-02-23 0.0 30.03 10.71 3.9061
1951-02-24 0.0 30.55 10.61 4.476
1951-02-25 0.0 30.02 11.13 5.0169
1951-02-26 0.0 29.75 11.31 5.8444
1951-02-27 0.0 29.4 10.73 4.508
1951-02-28 0.0 30.17 10.98 3.575
1951-03-01 0.0 30.81 12.17 3.3939
1951-03-02 0.0 31.6 12.94 3.8314
1951-03-03 0.0 30.74 11.52 3.7302
1951-03-04 0.0 30.19 13.42 3.6795
1951-03-05 0.0 30.16 13.49 2.8811
1951-03-06 0.0 33.68 14.67 2.189
1951-03-07 0.0 33.49 15.64 1.0014
1951-03-08 0.0 32.68 14.04 0.88197
1951-03-09 0.0 32.74 15.97 1.3768
1951-03-10 0.0 31.3 15.92 0.9467899999999999
1951-03-11 0.0 31.24 14.81 2.0186
1951-03-12 0.0 30.76 12.62 3.6151
1951-03-13 0.0 28.67 11.2 2.7285
1951-03-14 0.0 29.64 11.72 2.4155
1951-03-15 0.0 30.23 12.09 1.893
1951-03-16 0.0 32.19 13.34 2.5193
1951-03-17 0.0 32.74 14.95 3.1843
1951-03-18 0.0 32.91 16.41 1.6382
1951-03-19 0.0 29.42 14.35 2.6786
1951-03-20 0.0 29.02 11.57 3.7669
1951-03-21 0.0 28.61 11.18 2.0729
1951-03-22 0.0 28.68 12.98 2.3944
1951-03-23 0.0 29.39 15.92 3.6894
1951-03-24 0.0 29.98 16.88 5.9373
1951-03-25 1.3973 28.23 14.7 7.7178
1951-03-26 27.919 24.18 11.47 5.992000000000001
1951-03-27 0.79094 23.41 14.25 3.5351
1951-03-28 0.5988 27.1 14.03 3.6913
1951-03-29 0.0 28.27 14.37 2.8558
1951-03-30 0.0 27.97 14.28 2.1552
1951-03-31 0.060512 28.6 15.11 2.2683
1951-04-01 6.2885 27.69 14.16 4.6833
1951-04-02 6.2432 28.81 15.59 3.9128
1951-04-03 9.6336 27.54 15.49 0.24276
1951-04-04 0.45642 28.28 14.67 3.0007
1951-04-05 0.0 30.59 16.31 5.8074
1951-04-06 0.0 31.7 17.87 5.1662
1951-04-07 0.0 32.6 16.93 3.0754
1951-04-08 0.0 32.17 16.46 0.6472399999999999
1951-04-09 0.0 30.43 14.39 2.6552
1951-04-10 0.0 29.45 14.39 2.8272
1951-04-11 0.0 29.95 14.03 2.4111
1951-04-12 0.0 32.35 16.74 2.8619
1951-04-13 0.0 34.11 17.13 2.9952
1951-04-14 0.0 35.71 18.61 4.0465
1951-04-15 0.0 38.28 19.36 5.5214
1951-04-16 0.0 38.15 19.62 3.1208
1951-04-17 0.0 36.41 20.1 1.208
1951-04-18 0.0 37.11 21.24 1.2006
1951-04-19 0.0 36.83 20.13 3.0643
1951-04-20 0.0 34.15 17.84 3.0179
1951-04-21 0.0 32.45 15.82 3.0285
1951-04-22 0.0 34.85 16.65 1.9988
1951-04-23 0.0 35.39 19.68 1.6307
1951-04-24 0.0 37.03 20.98 2.2719
1951-04-25 0.0 36.58 21.55 4.0548
1951-04-26 0.08730700000000001 37.05 20.88 3.4787
1951-04-27 0.72339 38.09 20.12 3.2213
1951-04-28 0.0 38.29 20.16 1.459
1951-04-29 0.0 39.44 20.71 3.2158
1951-04-30 0.0 39.69 22.41 0.93389
1951-05-01 0.064671 39.86 23.61 0.98125
1951-05-02 0.0 35.01 19.8 0.95071
1951-05-03 0.0 35.14 19.51 3.52
1951-05-04 0.0 36.57 20.98 2.6695
1951-05-05 0.0 37.11 21.19 2.1396
1951-05-06 0.0 38.55 23.0 2.9195
1951-05-07 0.0 39.66 24.16 2.6258
1951-05-08 0.0 40.62 23.91 3.6185
1951-05-09 0.0 40.86 22.37 3.4334
1951-05-10 0.0 38.13 21.58 3.3267
1951-05-11 0.0 39.08 22.15 3.5613
1951-05-12 0.0 41.13 22.59 1.9594
1951-05-13 0.0 42.59 24.52 2.1943
1951-05-14 0.0 41.45 25.23 3.0905
1951-05-15 0.0 38.24 23.89 3.3113
1951-05-16 0.0 39.95 23.62 2.2547
1951-05-17 0.0 40.71 23.99 3.3711
1951-05-18 0.0 42.01 24.3 3.8438
1951-05-19 0.0 42.29 24.76 3.5031
1951-05-20 0.0 44.34 26.59 4.4079
1951-05-21 0.0 44.58 26.93 3.6858
1951-05-22 0.0 44.48 27.66 1.8588
1951-05-23 0.0 43.39 28.43 1.7978
1951-05-24 0.0 41.24 25.76 1.5349
1951-05-25 0.0 36.2 24.75 2.3372
1951-05-26 0.0 37.9 26.76 2.3516
1951-05-27 0.24036999999999997 40.19 25.99 3.7031
1951-05-28 0.0 39.57 26.69 4.5458
1951-05-29 0.0 41.38 26.79 3.5141
1951-05-30 0.12352 41.06 26.15 3.3031
1951-05-31 0.17088 38.23 24.0 1.6132
1951-06-01 2.3262 35.51 24.45 2.8114
1951-06-02 0.0 37.12 25.14 2.8546
1951-06-03 0.0 38.58 24.24 3.1448
1951-06-04 0.0 38.05 24.75 2.5793
1951-06-05 0.0 39.95 25.14 3.9054
1951-06-06 0.0 40.48 25.77 3.7657
1951-06-07 0.0 42.63 28.09 2.5333
1951-06-08 0.0 44.05 28.96 2.1805
1951-06-09 0.18592999999999998 44.62 30.05 3.2087
1951-06-10 0.0 44.04 30.18 3.6904
1951-06-11 0.0 43.72 29.07 3.0507
1951-06-12 0.0 44.3 28.97 0.5737
1951-06-13 0.0 44.51 29.47 3.5183
1951-06-14 4.721 42.69 29.66 3.6008
1951-06-15 7.2069 38.98 24.28 3.3475
1951-06-16 0.066824 35.28 22.65 1.5075
1951-06-17 0.0 36.93 25.4 1.3746
1951-06-18 0.064671 40.06 26.05 1.6228
1951-06-19 0.0 40.95 25.46 0.83731
1951-06-20 0.0 41.49 25.68 2.9862
1951-06-21 0.0 41.51 26.14 2.3088
1951-06-22 0.0 42.63 26.1 2.6629
1951-06-23 0.0 43.18 29.86 1.2108
1951-06-24 0.0 43.24 29.79 2.2733
1951-06-25 0.0 42.71 29.13 1.0841
1951-06-26 0.8659899999999999 41.64 29.33 0.8446299999999999
1951-06-27 0.0 42.26 29.83 1.0679
1951-06-28 0.0 38.03 28.15 2.5983
1951-06-29 0.0 40.11 27.75 4.9606
1951-06-30 3.3063 41.04 29.84 2.5728
1951-07-01 26.178 35.98 25.7 2.7717
1951-07-02 2.5407 37.43 26.65 5.2042
1951-07-03 5.6302 39.29 27.31 5.8256
1951-07-04 12.698 34.56 24.97 4.9097
1951-07-05 0.0 37.11 25.92 3.9701
1951-07-06 0.0 38.69 26.41 3.9589
1951-07-07 0.0 40.09 27.26 5.3483
1951-07-08 0.0 40.86 27.94 5.857
1951-07-09 0.0 40.26 27.48 4.7986
1951-07-10 0.0 38.77 28.05 3.5354
1951-07-11 0.0 39.89 28.87 5.2804
1951-07-12 0.0 41.31 30.11 4.065
1951-07-13 0.0 39.63 30.27 3.6533
1951-07-14 0.12495 38.19 26.0 4.2125
1951-07-15 0.0 38.91 27.88 4.0149
1951-07-16 0.0 39.64 28.2 3.1701
1951-07-17 0.0 40.62 29.31 2.7072
1951-07-18 0.0 40.77 29.88 1.9926
1951-07-19 0.0 40.93 27.35 0.98116
1951-07-20 0.0 38.37 25.79 2.8216
1951-07-21 0.0 36.53 26.62 4.0952
1951-07-22 0.46887 35.48 26.63 3.6433
1951-07-23 4.8908 35.61 26.66 2.7086
1951-07-24 10.574000000000002 35.63 27.49 2.7727
1951-07-25 10.07 37.72 27.13 3.4615
1951-07-26 0.0 37.89 27.16 3.1383
1951-07-27 0.0 38.02 27.39 2.1363
1951-07-28 0.9215399999999999 35.6 27.76 2.5271
1951-07-29 3.805 35.8 25.59 1.9124
1951-07-30 22.912 31.52 24.87 2.4526
1951-07-31 0.6548 33.33 25.83 3.1179
1951-08-01 1.6505 33.91 26.28 2.4716
1951-08-02 12.470999999999998 33.01 24.86 2.387
1951-08-03 11.876 34.94 26.53 2.74
1951-08-04 17.781 32.76 24.74 3.3391
1951-08-05 0.0 33.85 26.41 3.1956
1951-08-06 0.0 36.42 27.36 3.1153
1951-08-07 0.067063 35.27 26.67 3.7019
1951-08-08 0.0 34.58 27.56 3.0122
1951-08-09 0.0 34.88 26.71 2.1461
1951-08-10 0.38448000000000004 35.9 25.99 1.6953
1951-08-11 7.9821 33.63 26.07 1.8704
1951-08-12 32.535 34.61 24.36 2.0214
1951-08-13 18.095 32.06 24.41 1.5303
1951-08-14 0.080981 32.95 25.52 1.9774
1951-08-15 11.592 34.02 25.91 1.9183
1951-08-16 3.0259 33.28 25.54 1.8787
1951-08-17 6.9588 30.07 25.18 1.6566
1951-08-18 1.5731 33.56 26.07 2.3834
1951-08-19 5.8927 33.54 26.04 2.6873
1951-08-20 0.0 34.69 27.0 2.7807
1951-08-21 0.0 34.44 26.55 2.7545
1951-08-22 0.26200999999999997 31.48 24.96 2.5839
1951-08-23 0.025648 31.87 24.94 3.3975
1951-08-24 0.0 34.01 25.65 2.9508
1951-08-25 0.0 34.79 25.47 3.0545
1951-08-26 0.22635 35.24 25.43 2.5828
1951-08-27 1.0906 35.39 24.49 2.2501
1951-08-28 0.0 35.48 24.23 1.8961
1951-08-29 0.0 36.2 24.28 1.9084
1951-08-30 0.0 37.48 24.79 1.0175
1951-08-31 0.0 37.01 24.93 0.43354
1951-09-01 0.0 37.53 24.66 1.0439
1951-09-02 0.0 34.72 24.58 1.6526
1951-09-03 0.0 35.28 25.34 1.5573
1951-09-04 0.0 34.21 25.52 1.5611
1951-09-05 0.0 37.53 25.27 3.0553
1951-09-06 0.0 38.26 25.73 2.0389
1951-09-07 0.0 35.91 24.23 2.6688
1951-09-08 0.0 33.37 24.18 1.4179
1951-09-09 0.0 31.08 24.19 1.7594
1951-09-10 19.381 31.04 24.25 1.409
1951-09-11 2.7194 33.37 23.48 3.2679
1951-09-12 4.8243 32.37 24.12 3.1622
1951-09-13 17.108 30.75 23.5 1.5590000000000002
1951-09-14 42.231 28.18 22.34 0.9743700000000001
1951-09-15 0.0 31.7 22.88 1.3288
1951-09-16 0.0 33.74 23.76 1.9899
1951-09-17 0.0 34.54 24.86 1.8273
1951-09-18 0.0 34.59 23.96 1.5215
1951-09-19 0.0 34.67 22.7 2.443
1951-09-20 0.0 34.81 23.31 1.8788
1951-09-21 0.0 35.24 23.68 1.2028
1951-09-22 0.0 35.94 24.61 0.45525
1951-09-23 0.0 36.72 24.58 1.3788
1951-09-24 0.0 36.69 23.47 2.1986
1951-09-25 0.342 37.33 22.87 2.8497
1951-09-26 5.617000000000001 36.44 21.18 3.3651
1951-09-27 0.0 35.68 22.72 2.7903
1951-09-28 0.0 35.73 23.74 3.1992
1951-09-29 0.0 35.77 23.56 3.6846
1951-09-30 0.0 35.94 23.65 3.0344
1951-10-01 0.0 35.95 23.67 2.2822
1951-10-02 0.0 35.98 23.29 2.0478
1951-10-03 0.69172 35.06 22.44 1.6795
1951-10-04 0.0 35.49 21.79 0.24773
1951-10-05 0.0 36.53 22.21 2.37
1951-10-06 0.0 37.01 23.14 3.2411
1951-10-07 0.0 36.66 23.63 3.2927
1951-10-08 0.0 36.65 23.76 2.7277
1951-10-09 0.0 34.28 22.99 2.4672
1951-10-10 0.0 35.88 21.74 3.1224
1951-10-11 0.0 36.8 22.84 2.8564
1951-10-12 0.0 35.86 21.82 2.8007
1951-10-13 0.0 36.01 22.13 1.1542
1951-10-14 0.0 36.24 22.59 0.9198799999999999
1951-10-15 0.0 36.16 22.72 1.4864
1951-10-16 0.0 36.87 21.16 2.9686
1951-10-17 0.0 37.16 20.62 3.9375
1951-10-18 0.0 37.75 20.51 2.6724
1951-10-19 0.0 37.56 20.2 2.4797
1951-10-20 0.0 37.15 19.44 1.9234
1951-10-21 0.0 35.5 19.0 0.63894
1951-10-22 0.0 35.15 18.17 1.0084
1951-10-23 0.0 35.34 18.91 1.9036
1951-10-24 0.0 34.95 18.72 1.9799
1951-10-25 0.0 34.73 18.66 2.6837
1951-10-26 0.0 34.93 19.31 1.4398
1951-10-27 0.0 33.9 18.83 1.6865
1951-10-28 0.0 34.23 19.93 3.3371
1951-10-29 0.0 34.01 19.5 2.6794
1951-10-30 0.0 34.99 17.08 1.8627
1951-10-31 0.0 32.62 15.69 2.2322
1951-11-01 0.0 32.33 15.61 2.1251
1951-11-02 0.0 32.75 15.09 1.0090000000000001
1951-11-03 0.14190999999999998 31.88 15.14 1.5675
1951-11-04 0.0 32.22 14.9 1.9976
1951-11-05 0.0 32.31 14.89 2.2104
1951-11-06 0.0 31.6 15.01 2.7015
1951-11-07 0.0 31.18 14.23 2.4187
1951-11-08 0.0 30.52 13.42 1.7847
1951-11-09 0.0 31.27 13.62 1.1408
1951-11-10 0.0 31.55 13.38 2.241
1951-11-11 0.0 32.12 13.76 3.0334
1951-11-12 0.0 31.71 14.15 1.929
1951-11-13 0.0 32.1 12.99 1.1648
1951-11-14 0.0 31.68 12.65 2.1649
1951-11-15 0.0 30.71 12.48 2.7939
1951-11-16 0.0 29.69 13.05 3.1430000000000002
1951-11-17 0.0 27.94 13.9 3.1728
1951-11-18 0.0 27.02 13.79 2.8849
1951-11-19 0.0 28.34 10.1 1.4556
1951-11-20 0.0 27.87 9.63 1.9086
1951-11-21 0.0 28.4 9.14 2.4083
1951-11-22 0.0 29.31 10.53 2.1109999999999998
1951-11-23 0.0 30.33 13.03 3.0648
1951-11-24 2.9127 29.77 15.24 5.0355
1951-11-25 11.809000000000001 25.63 14.78 4.9087
1951-11-26 17.468 22.74 12.12 0.73759
1951-11-27 0.0 22.5 10.87 2.4851
1951-11-28 0.0 22.7 9.59 2.0399
1951-11-29 0.0 23.74 10.6 2.1995
1951-11-30 0.0 23.06 9.35 2.6708
1951-12-01 0.0 22.43 9.28 2.5181
1951-12-02 0.0 23.37 9.44 2.7975
1951-12-03 0.0 24.21 8.79 2.491
1951-12-04 0.0 23.97 8.42 2.2652
1951-12-05 0.0 24.03 8.59 2.8251
1951-12-06 0.0 24.84 8.92 2.2398
1951-12-07 0.0 24.93 8.95 1.9778
1951-12-08 0.0 24.41 8.4 1.9346
1951-12-09 0.0 24.07 7.86 2.9816
1951-12-10 0.0 23.75 7.14 4.2631
1951-12-11 0.0 23.76 8.11 3.9799
1951-12-12 0.0 24.29 7.69 4.1945
1951-12-13 0.0 24.57 6.95 2.8408
1951-12-14 0.0 24.06 6.73 2.3221
1951-12-15 0.0 23.75 6.86 3.1031
1951-12-16 0.0 22.95 5.38 2.0736
1951-12-17 0.0 22.56 5.85 2.9569
1951-12-18 0.0 22.36 5.77 1.5274
1951-12-19 0.0 22.94 6.12 2.6063
1951-12-20 0.0 23.04 6.25 2.412
1951-12-21 0.0 22.07 5.9 2.0721
1951-12-22 0.0 22.5 6.23 2.0364
1951-12-23 0.0 23.24 7.13 2.2184
1951-12-24 0.0 23.3 7.23 2.3747
1951-12-25 0.0 24.21 7.24 2.2608
1951-12-26 0.0 21.05 6.46 2.3831
1951-12-27 0.0 21.2 6.52 3.1596
1951-12-28 0.0 20.84 6.4 2.9039
1951-12-29 0.0 20.73 6.43 2.8838
1951-12-30 0.0 20.62 6.2 1.3388
1951-12-31 0.0 20.24 6.26 3.5322
1952-01-01 0.0 20.32 6.06 4.8334
1952-01-02 0.070251 20.34 5.69 1.1264
1952-01-03 0.0 20.1 5.81 2.591
1952-01-04 0.0 20.42 5.87 3.0637
1952-01-05 0.0 20.33 5.94 4.7964
1952-01-06 0.0 20.45 6.23 5.662999999999999
1952-01-07 3.9667 20.72 6.22 2.6755
1952-01-08 6.2421 20.32 9.5 0.7027800000000001
1952-01-09 0.0 18.29 6.99 1.2102
1952-01-10 0.0 20.07 6.54 2.5773
1952-01-11 0.0 19.82 5.63 2.9705
1952-01-12 0.0 19.51 5.21 2.4686
1952-01-13 0.0 21.7 7.27 0.53545
1952-01-14 0.0 22.2 8.08 3.0552
1952-01-15 0.0 22.85 7.15 2.8862
1952-01-16 0.0 23.68 7.62 3.0239999999999996
1952-01-17 0.0 21.66 5.89 3.2777
1952-01-18 0.0 20.83 6.26 3.4831
1952-01-19 0.0 23.36 6.86 3.3201
1952-01-20 0.0 23.6 7.85 3.3368
1952-01-21 0.0 24.76 8.3 4.1817
1952-01-22 0.0 25.61 8.84 4.9636
1952-01-23 0.0 26.44 9.07 4.7219
1952-01-24 0.0 27.19 9.57 3.8538
1952-01-25 0.0 26.91 8.51 2.7251
1952-01-26 0.0 25.68 7.56 2.8065
1952-01-27 0.0 25.9 8.82 3.3664
1952-01-28 0.0 25.59 9.16 3.0075
1952-01-29 0.0 24.16 10.16 2.2699
1952-01-30 0.0 25.27 9.55 3.5504
1952-01-31 0.0 25.74 10.21 4.2101
1952-02-01 0.0 26.45 10.02 3.1065
1952-02-02 0.0 26.85 10.13 0.9540000000000001
1952-02-03 0.14551 24.65 11.38 4.4281
1952-02-04 1.8219 20.86 11.27 4.3516
1952-02-05 0.0 20.24 9.53 2.377
1952-02-06 0.0 21.43 9.55 2.0583
1952-02-07 0.0 22.73 9.94 2.4316
1952-02-08 0.0 24.3 9.09 4.2253
1952-02-09 0.0 25.51 9.41 5.1248
