Date Pptn Tmax Tmin Wind
1951-01-01 0.0 21.24 1.75 2.3036
1951-01-02 0.0 21.94 2.18 1.3257
1951-01-03 0.0 21.82 2.22 2.7729
1951-01-04 0.0 21.66 2.98 4.395
1951-01-05 0.0 22.01 4.02 5.0024
1951-01-06 0.0 22.44 6.43 6.4058
1951-01-07 0.0 21.8 7.97 4.7953
1951-01-08 0.0 21.91 5.59 0.91995
1951-01-09 0.0 21.11 4.46 3.0237
1951-01-10 0.0 21.23 4.56 3.9695
1951-01-11 0.0 23.2 5.05 3.8062
1951-01-12 0.0 23.74 6.44 4.3471
1951-01-13 0.0 23.32 6.65 1.0237
1951-01-14 0.0 20.65 5.56 3.9097
1951-01-15 0.50817 20.99 5.92 2.5268
1951-01-16 0.42866000000000004 19.4 6.8 2.4186
1951-01-17 0.0 19.65 4.06 1.6418
1951-01-18 0.0 20.58 4.84 2.9004
1951-01-19 1.4854 21.34 6.07 3.9743
1951-01-20 1.4351 20.19 4.2 3.5738
1951-01-21 0.0 19.37 4.51 3.3732
1951-01-22 0.0 19.29 3.43 1.9541
1951-01-23 0.0 19.3 2.37 2.9076
1951-01-24 0.0 20.23 1.99 0.76745
1951-01-25 0.0 20.93 3.24 2.3018
1951-01-26 0.0 22.77 4.64 4.2332
1951-01-27 0.0 23.66 4.84 2.2969
1951-01-28 0.0 25.65 5.91 4.0683
1951-01-29 0.0 25.45 6.96 2.4559
1951-01-30 0.0 24.35 6.84 2.7721
1951-01-31 0.0 23.82 6.08 1.9125
1951-02-01 0.0 23.15 5.68 6.2495
1951-02-02 0.0 20.47 2.24 4.761
1951-02-03 0.0 16.67 0.9 3.9189
1951-02-04 0.0 17.56 2.19 3.549
1951-02-05 0.0 18.76 4.36 2.6441
1951-02-06 0.0 19.65 2.84 3.6347
1951-02-07 0.0 20.88 5.3 3.4815
1951-02-08 0.0 23.77 6.03 2.9728
1951-02-09 0.0 25.81 7.82 5.1292
1951-02-10 0.0 26.42 7.74 8.0034
1951-02-11 0.0 23.1 4.91 4.4643
1951-02-12 0.0 20.7 3.25 3.9262
1951-02-13 0.0 20.98 4.48 4.078
1951-02-14 0.0 23.68 5.26 3.3295
1951-02-15 0.0 24.99 5.24 4.4178
1951-02-16 0.0 24.02 3.98 4.7123
1951-02-17 0.0 25.09 6.34 4.0841
1951-02-18 0.0 28.05 8.36 0.76955
1951-02-19 0.0 31.37 9.83 5.3583
1951-02-20 0.0 29.71 8.59 5.1586
1951-02-21 0.0 28.62 7.99 2.1328
1951-02-22 0.0 30.92 8.95 2.6424
1951-02-23 0.0 31.9 10.29 4.387
1951-02-24 0.0 31.87 9.8 3.7284
1951-02-25 0.0 31.59 11.1 4.5799
1951-02-26 0.0 31.04 10.65 3.8877
1951-02-27 0.0 30.99 10.92 4.2349
1951-02-28 0.0 30.3 10.85 3.9236
1951-03-01 0.0 31.83 10.67 3.6854
1951-03-02 0.0 32.67 10.93 3.8359
1951-03-03 0.0 31.56 11.82 3.6894
1951-03-04 0.0 31.49 12.48 3.6064
1951-03-05 0.0 32.13 12.97 2.1702
1951-03-06 0.0 34.19 14.89 2.2505
