Date Pptn Tmax Tmin Wind
1951-01-01 0.0 29.25 15.93 3.6428
1951-01-02 0.0 28.21 14.22 3.7858
1951-01-03 0.0 27.66 12.78 3.0468
1951-01-04 0.0 28.0 13.43 3.5304
1951-01-05 0.0 28.67 15.1 4.3282
1951-01-06 0.0 28.84 14.95 5.4842
1951-01-07 0.0 27.75 13.0 4.6644
1951-01-08 0.0 28.31 13.95 4.7597
1951-01-09 0.0 29.33 14.27 3.9393
1951-01-10 0.0 29.42 13.36 3.0404
1951-01-11 0.0 29.68 14.0 3.7131
1951-01-12 0.0 29.57 15.38 4.5194
1951-01-13 0.0 30.44 17.17 5.5376
1951-01-14 0.0 29.97 16.89 5.0121
1951-01-15 0.0 29.76 16.21 4.9032
1951-01-16 0.0 29.37 17.03 3.6633
1951-01-17 0.0 30.08 18.77 3.886
1951-01-18 0.0 30.22 17.69 3.7298
1951-01-19 0.0 30.83 17.74 4.6059
1951-01-20 0.0 30.8 18.8 5.3812
1951-01-21 0.0 30.68 18.17 4.0911
1951-01-22 0.0 30.69 17.87 4.3578
1951-01-23 0.0 30.11 17.84 4.3818
1951-01-24 0.0 30.39 18.02 3.4264
1951-01-25 0.0 30.65 16.65 3.6575
1951-01-26 0.0 30.79 16.52 4.3137
1951-01-27 0.0 30.67 16.48 4.2152
1951-01-28 0.0 31.23 16.26 4.8319
1951-01-29 0.0 30.98 16.51 4.9086
1951-01-30 0.0 30.23 16.69 5.9343
1951-01-31 0.0 30.61 16.59 6.0005
1951-02-01 0.0 31.01 16.33 5.1917
1951-02-02 0.0 31.07 15.73 3.8754
1951-02-03 0.0 31.99 17.11 3.5961
1951-02-04 0.0 32.01 18.4 5.2625
1951-02-05 0.0 31.36 18.11 3.6028
1951-02-06 0.0 31.2 17.64 4.7961
1951-02-07 0.0 30.97 16.02 4.4449
1951-02-08 0.0 31.13 17.47 4.6782
1951-02-09 0.0 31.6 17.25 3.8073
1951-02-10 0.0 32.4 19.13 3.5346
1951-02-11 0.0 32.72 17.75 2.8606
1951-02-12 0.0 34.08 18.15 1.5719999999999998
1951-02-13 0.0 34.39 18.16 2.3991
1951-02-14 0.0 34.06 17.36 4.1105
1951-02-15 0.0 33.38 16.25 5.121
1951-02-16 0.0 33.1 15.29 4.1965
1951-02-17 0.0 33.28 16.34 4.3948
1951-02-18 0.0 33.48 16.56 2.6315
1951-02-19 0.0 33.48 16.02 1.7626
1951-02-20 0.0 34.53 16.6 2.3707
1951-02-21 0.0 34.9 17.13 3.1005
1951-02-22 0.0 34.65 16.7 2.6454
1951-02-23 0.0 35.09 16.97 2.7348
1951-02-24 0.0 36.36 18.53 2.8293
1951-02-25 0.0 36.75 18.47 4.0524
1951-02-26 0.0 36.58 19.22 4.4489
1951-02-27 0.0 36.81 18.73 5.0277
1951-02-28 0.0 37.33 19.6 4.6583
1951-03-01 0.0 37.18 20.14 3.016
1951-03-02 0.0 37.25 18.99 4.7301
1951-03-03 0.0 36.68 18.33 3.9617
1951-03-04 0.0 35.65 18.77 3.0822
1951-03-05 0.0 36.44 19.98 3.7939
1951-03-06 0.0 36.85 19.87 3.688
1951-03-07 0.0 36.52 19.28 3.792
1951-03-08 0.0 36.37 18.95 5.1673
1951-03-09 0.0 36.99 19.23 4.9076
1951-03-10 0.0 36.97 21.07 4.6676
1951-03-11 0.0 37.0 20.53 4.6257
1951-03-12 0.0 37.97 20.39 3.0436
1951-03-13 0.0 38.01 20.18 3.5492
1951-03-14 0.0 37.71 20.24 4.3564
1951-03-15 0.0 37.44 21.65 4.5784
1951-03-16 0.0 36.4 21.9 4.0793
1951-03-17 0.0 37.04 22.48 4.6307
1951-03-18 0.0 37.67 23.23 3.8196
1951-03-19 0.0 38.8 23.25 2.7169
1951-03-20 0.0 38.56 22.19 1.7707
1951-03-21 0.0 38.5 22.77 1.6876
1951-03-22 1.4517 37.64 21.87 2.3329
1951-03-23 0.0 37.87 22.41 2.1790000000000003
1951-03-24 0.0 38.12 24.24 4.3876
1951-03-25 8.7912 36.21 23.04 2.6915
1951-03-26 0.053939999999999995 35.52 23.27 1.7262
1951-03-27 3.6237 35.4 22.31 3.4814
1951-03-28 8.0358 32.15 22.19 1.1512
1951-03-29 0.0 34.64 21.89 1.8089
1951-03-30 0.0 34.56 21.72 1.7603
1951-03-31 0.19328 33.79 21.99 3.1069999999999998
1951-04-01 0.0 34.9 22.85 2.8097
1951-04-02 0.0 35.81 25.18 3.4031
1951-04-03 0.12214000000000001 36.5 24.41 2.5141
1951-04-04 0.0 35.37 24.88 2.1978
1951-04-05 0.0 37.03 25.21 2.8798
1951-04-06 0.0 37.69 25.48 2.6676
1951-04-07 0.0 37.29 24.82 2.9102
1951-04-08 0.0 38.09 25.08 3.9975
1951-04-09 0.0 38.14 24.29 4.0937
1951-04-10 0.0 38.04 23.88 4.5823
1951-04-11 0.0 37.27 25.06 4.4893
1951-04-12 0.0 36.77 23.09 4.5768
1951-04-13 0.0 35.38 24.35 4.4629
1951-04-14 0.0 36.16 24.9 3.8852
1951-04-15 0.0 36.13 24.56 4.3994
1951-04-16 0.0 37.85 24.42 4.6019
1951-04-17 0.0 38.69 24.3 3.6306
1951-04-18 0.0 37.95 24.69 3.0167
1951-04-19 1.2397 38.68 25.97 2.1789
1951-04-20 12.437999999999999 36.06 23.38 2.7557
1951-04-21 0.0 35.37 24.1 3.5564
1951-04-22 0.0 37.51 24.25 3.363
1951-04-23 0.0 37.83 24.75 1.4131
1951-04-24 0.0 38.88 25.04 1.6884
1951-04-25 0.0 39.43 25.97 2.0985
1951-04-26 0.0 39.1 26.85 2.498
1951-04-27 2.3126 39.33 24.71 1.6743
1951-04-28 0.0 39.09 26.16 0.9354899999999999
1951-04-29 0.0 39.95 25.8 2.6558
1951-04-30 1.7955 39.25 25.06 2.5861
1951-05-01 1.51 38.43 24.23 1.6165
1951-05-02 1.0888 38.82 26.24 1.4580000000000002
1951-05-03 0.83189 39.44 24.83 1.1846
1951-05-04 1.276 38.73 25.64 0.12445999999999999
1951-05-05 0.0 38.46 25.88 3.0392
1951-05-06 0.0 39.48 25.85 3.2819
1951-05-07 0.0 39.89 27.57 1.9544
1951-05-08 0.0 40.1 27.58 0.33836
1951-05-09 0.0 41.8 27.52 1.1832
1951-05-10 0.0 41.46 28.17 2.3162
1951-05-11 0.0 41.98 28.45 1.5961
1951-05-12 0.0 42.38 28.3 0.84086
