Date Pptn Tmax Tmin Wind
1951-01-01 0.0 29.06 13.05 3.6346
1951-01-02 0.0 29.46 12.94 3.8067
1951-01-03 0.0 31.12 13.82 2.5713
1951-01-04 0.0 30.76 13.69 2.5015
1951-01-05 0.0 30.45 13.04 1.607
1951-01-06 0.0 30.41 14.98 1.3589
1951-01-07 0.0 30.72 15.05 1.6722
1951-01-08 0.0 30.78 14.54 3.2234
1951-01-09 0.0 31.31 13.07 2.6469
1951-01-10 0.0 31.19 13.58 3.0051
1951-01-11 0.0 31.7 14.22 2.1972
1951-01-12 0.0 31.0 13.7 2.4557
1951-01-13 0.0 29.74 13.53 3.5331
1951-01-14 0.0 29.81 13.99 2.6315
1951-01-15 0.0 30.33 14.63 3.4172
1951-01-16 0.0 29.96 12.6 3.8035
1951-01-17 0.0 27.8 11.6 4.5516
1951-01-18 0.0 29.17 12.2 3.338
1951-01-19 0.0 30.39 14.53 3.9272
1951-01-20 0.0 30.08 12.46 4.7562
1951-01-21 0.0 28.68 11.98 4.6003
1951-01-22 0.0 29.64 12.76 4.5994
1951-01-23 0.0 29.42 13.56 4.7916
1951-01-24 0.0 29.69 13.56 4.9791
1951-01-25 0.0 30.04 12.48 2.9696
1951-01-26 0.0 30.89 12.74 0.68324
1951-01-27 0.0 31.66 12.8 2.414
1951-01-28 0.0 32.36 12.83 2.8758
1951-01-29 0.0 31.45 13.94 1.5013
1951-01-30 0.0 31.31 15.2 3.7412
1951-01-31 0.0 30.18 14.89 3.7072
1951-02-01 0.0 28.93 14.66 4.2064
1951-02-02 0.0 28.05 10.07 5.3362
1951-02-03 0.0 26.94 9.4 5.3604
1951-02-04 0.0 27.73 11.56 2.9989999999999997
1951-02-05 0.0 28.96 12.76 4.3187
1951-02-06 0.0 29.05 12.61 3.6537
1951-02-07 0.0 29.78 13.46 1.9986
1951-02-08 0.0 33.42 15.96 0.68594
1951-02-09 0.0 34.89 17.63 2.8808
1951-02-10 0.0 34.25 16.44 4.2053
1951-02-11 0.0 31.43 13.74 4.7762
1951-02-12 0.0 30.41 12.36 4.7149
1951-02-13 0.0 31.73 12.97 5.005
1951-02-14 0.0 32.69 13.6 4.4945
1951-02-15 0.0 33.26 13.12 4.8839
1951-02-16 0.0 32.93 13.31 5.4088
1951-02-17 0.0 34.38 15.37 4.877
1951-02-18 0.0 35.69 14.25 1.7675
1951-02-19 0.0 35.51 15.53 4.0029
1951-02-20 0.0 35.78 15.82 3.9366
1951-02-21 0.0 36.91 16.23 1.6485
1951-02-22 0.0 38.2 17.33 1.1424
1951-02-23 0.0 36.66 17.15 3.5915
1951-02-24 0.0 36.28 18.09 2.5013
1951-02-25 0.0 35.46 17.38 2.4765
1951-02-26 0.0 35.46 16.93 2.9566
1951-02-27 0.0 36.03 17.71 3.8401
1951-02-28 0.0 35.72 17.48 3.2782
1951-03-01 0.0 36.42 18.21 3.7808
1951-03-02 0.0 38.12 19.51 4.1419999999999995
1951-03-03 0.0 39.06 19.59 4.8845
1951-03-04 0.0 39.14 19.36 1.4117
1951-03-05 0.0 38.39 18.66 1.4901
1951-03-06 0.0 38.73 19.72 2.9998
1951-03-07 0.0 38.98 20.64 3.9258
1951-03-08 0.0 39.76 21.22 2.7089
1951-03-09 0.0 37.53 21.29 3.7472
1951-03-10 0.0 37.31 21.69 4.8417
1951-03-11 0.0 38.05 22.48 4.1926
1951-03-12 0.0 37.01 20.96 4.7943
1951-03-13 0.0 36.97 19.92 3.9385
1951-03-14 0.0 37.05 20.69 3.6224
1951-03-15 0.0 38.14 19.76 0.55165
1951-03-16 0.0 38.18 22.04 4.099
1951-03-17 0.0 37.94 21.48 5.311
1951-03-18 0.0 37.74 20.88 4.7391
1951-03-19 0.0 37.17 22.26 4.5838
1951-03-20 0.0 35.12 21.15 3.8515
1951-03-21 0.0 35.18 20.45 3.0847
1951-03-22 0.0 34.44 21.01 4.8038
1951-03-23 0.0 34.91 22.44 2.3744
1951-03-24 0.0 34.69 21.58 3.8025
1951-03-25 0.0 32.96 22.14 5.2109
1951-03-26 0.0 31.6 19.41 4.6304
1951-03-27 0.0 32.41 20.08 3.1735
1951-03-28 0.0 32.82 21.85 4.1266
1951-03-29 0.0 32.45 20.26 4.4418
1951-03-30 0.0 34.46 20.11 4.4814
1951-03-31 0.0 34.37 20.09 4.261
1951-04-01 0.0 34.29 21.8 4.6483
1951-04-02 0.0 34.5 21.76 5.006
1951-04-03 0.0 35.66 21.21 3.9046
1951-04-04 0.0 34.83 20.49 3.6901
1951-04-05 0.0 35.44 21.44 4.2328
1951-04-06 0.0 35.75 22.57 4.7513
1951-04-07 0.0 34.47 20.36 3.8241
1951-04-08 0.0 34.69 20.17 3.6478
1951-04-09 0.0 35.78 20.81 4.2521
1951-04-10 0.0 37.29 18.42 2.8760000000000003
1951-04-11 0.0 38.32 21.78 3.3072
1951-04-12 0.0 39.14 22.6 2.9683
1951-04-13 0.0 38.66 23.16 3.3115
1951-04-14 0.0 38.74 24.12 3.9571
1951-04-15 0.0 39.68 25.57 4.6845
1951-04-16 0.0 40.45 26.52 4.9795
1951-04-17 0.0 39.46 26.55 5.2
1951-04-18 0.0 37.53 26.24 4.0149
1951-04-19 0.0 38.04 25.17 3.7222
1951-04-20 0.0 37.29 24.17 5.5485
1951-04-21 0.0 36.42 23.3 6.0799
1951-04-22 0.0 35.98 23.42 5.5197
1951-04-23 0.0 36.64 24.02 5.3477
1951-04-24 0.0 36.87 24.98 5.0942
1951-04-25 0.0 37.78 26.19 4.6091
1951-04-26 0.0 37.69 25.71 5.4282
1951-04-27 0.0 37.52 25.21 5.5655
1951-04-28 0.0 37.4 25.09 4.5997
1951-04-29 0.0 37.78 25.66 4.6328
1951-04-30 0.0 37.74 25.48 5.0921
1951-05-01 0.0 37.83 25.42 4.8705
1951-05-02 0.0 38.06 24.81 5.2784
1951-05-03 0.0 37.68 24.59 5.2925
1951-05-04 0.0 38.2 25.49 5.0123
1951-05-05 0.0 37.52 25.75 5.2923
1951-05-06 0.0 38.42 26.24 5.5637
1951-05-07 0.0 39.7 26.8 5.0218
1951-05-08 0.0 40.35 26.45 4.8808
1951-05-09 0.0 41.16 27.2 5.2576
1951-05-10 0.0 41.36 26.85 5.3403
1951-05-11 0.0 41.79 27.21 5.8870000000000005
1951-05-12 0.0 41.27 26.73 5.9697
1951-05-13 0.0 41.1 26.2 6.105
1951-05-14 0.0 41.11 26.43 6.7949
1951-05-15 0.0 39.95 25.82 6.2228
1951-05-16 0.0 39.97 27.25 5.7417
1951-05-17 0.0 40.22 27.2 5.5297
1951-05-18 0.0 42.42 27.57 5.0089
1951-05-19 0.0 42.3 25.69 5.0514
1951-05-20 0.0 41.92 26.23 4.852
1951-05-21 0.0 40.26 26.34 5.0107
1951-05-22 0.0 39.97 26.65 4.1961
1951-05-23 0.0 40.1 26.9 4.5985
1951-05-24 0.0 39.6 27.94 4.6080000000000005
1951-05-25 0.0 39.94 27.22 4.9126
1951-05-26 0.0 39.67 28.3 4.7671
1951-05-27 0.0 39.35 27.63 5.2492
1951-05-28 0.0 37.76 27.88 5.524
1951-05-29 0.0 38.93 26.4 5.0861
1951-05-30 0.0 38.55 27.45 5.1967
1951-05-31 0.0 38.94 27.97 5.3015
1951-06-01 0.34915 38.16 28.27 5.2548
1951-06-02 1.3359 38.05 26.59 4.7673
1951-06-03 0.0 37.79 28.17 5.7112
1951-06-04 0.44072 38.37 27.62 7.11
1951-06-05 0.0 38.86 28.23 7.4487
1951-06-06 0.51972 39.94 28.08 5.671
1951-06-07 0.0 38.63 28.88 4.6788
1951-06-08 0.0 38.85 28.69 4.6475
1951-06-09 0.0 38.47 28.63 5.358
1951-06-10 0.0 38.91 29.03 4.5078
1951-06-11 1.1974 39.53 29.04 4.7586
1951-06-12 0.24169000000000002 39.6 27.64 5.7945
1951-06-13 0.72387 35.75 27.44 5.9497
1951-06-14 0.9467700000000001 36.76 27.11 4.8209
1951-06-15 57.373000000000005 34.23 27.14 5.5134
1951-06-16 2.0388 35.26 27.17 6.482
1951-06-17 0.0 37.26 27.03 5.0492
1951-06-18 0.0 37.41 26.63 4.2255
1951-06-19 0.0 37.13 27.48 3.6045
1951-06-20 0.16806 37.62 27.57 4.1515
1951-06-21 0.22859000000000002 37.17 27.24 4.4833
1951-06-22 0.0 36.61 27.01 5.114
1951-06-23 0.28368000000000004 36.05 27.42 5.7369
1951-06-24 0.27653 36.04 27.82 5.3287
1951-06-25 0.16630999999999999 36.12 28.28 4.8498
1951-06-26 0.6219899999999999 35.91 27.95 5.4676
1951-06-27 32.173 34.87 26.02 5.8221
1951-06-28 19.971 32.01 26.03 6.4942
1951-06-29 7.8966 32.93 26.55 6.8662
1951-06-30 8.2911 34.47 27.12 6.9846
1951-07-01 1.0777 32.44 26.16 5.899
1951-07-02 2.0308 33.34 26.47 5.2306
1951-07-03 2.9273 34.1 26.85 5.3377
1951-07-04 2.8553 34.31 26.47 5.0616
1951-07-05 1.2182 34.75 25.83 4.1897
1951-07-06 0.3508 36.0 27.39 3.9794
1951-07-07 0.046682999999999995 36.02 26.79 4.3949
1951-07-08 2.8474 35.83 26.84 3.8589
1951-07-09 9.2958 36.75 24.61 3.859
1951-07-10 0.066109 34.18 27.3 4.1424
1951-07-11 0.24704 36.96 27.61 5.2818
1951-07-12 0.0 34.42 26.85 4.7857
1951-07-13 4.0561 34.64 26.06 4.8226
1951-07-14 22.497 33.4 25.79 4.4723
1951-07-15 5.9529 34.37 26.3 3.3651
1951-07-16 0.27399 35.25 26.88 3.2654
1951-07-17 9.2733 34.35 26.25 3.8691
1951-07-18 28.198 33.38 26.8 5.2369
1951-07-19 7.3542 32.98 26.29 5.3029
1951-07-20 3.4104 31.8 25.8 4.2021
1951-07-21 0.79797 32.69 26.21 4.3151
1951-07-22 9.167 33.73 26.66 5.0418
1951-07-23 0.066109 33.68 26.72 2.7959
1951-07-24 3.4062 34.71 26.38 2.5546
1951-07-25 0.2077 34.67 26.37 1.4269999999999998
1951-07-26 17.309 33.71 25.74 3.6062
1951-07-27 76.444 29.81 25.28 5.9563
1951-07-28 47.982 31.56 25.6 6.7844
1951-07-29 17.002 31.2 25.91 6.3329
1951-07-30 3.8117 32.07 26.07 6.2902
1951-07-31 0.0 32.08 26.37 6.2905
1951-08-01 0.066109 31.59 26.46 6.2258
1951-08-02 1.7456 31.74 26.26 5.5966
1951-08-03 0.26132 32.1 26.15 5.0147
1951-08-04 3.387 32.34 26.11 5.0979
1951-08-05 1.6703 32.49 26.02 5.169
1951-08-06 6.9329 31.12 25.71 5.3257
1951-08-07 11.299000000000001 30.94 25.75 4.0777
1951-08-08 69.176 28.81 25.58 3.8441
1951-08-09 22.807 28.55 25.34 4.0771
1951-08-10 12.589 30.43 24.87 5.7595
1951-08-11 6.9075 31.74 25.08 5.6391
1951-08-12 5.6018 31.94 25.46 5.3383
1951-08-13 2.7992 32.24 25.22 5.412999999999999
1951-08-14 3.6509 31.29 25.27 5.1003
1951-08-15 2.53 31.84 25.51 4.8539
1951-08-16 4.2729 31.67 25.67 4.8997
1951-08-17 2.6623 32.23 25.9 4.5261
1951-08-18 2.7718 30.5 25.15 4.3423
1951-08-19 3.3589 31.6 25.57 3.9897
1951-08-20 2.8395 32.78 25.3 3.6748
1951-08-21 5.731 32.97 25.47 3.6355
1951-08-22 3.4972 32.55 25.87 4.3943
1951-08-23 0.5594 31.91 25.96 4.9693
1951-08-24 1.465 31.72 26.15 4.8357
1951-08-25 4.4562 33.06 26.34 5.0447
1951-08-26 1.5212 32.86 25.58 4.9014
1951-08-27 0.0 33.17 24.7 4.1951
1951-08-28 0.0 33.27 24.71 4.2936
1951-08-29 0.0 33.57 24.67 4.257
1951-08-30 0.0 33.23 24.16 3.6949
1951-08-31 0.0 33.62 24.24 3.9571
1951-09-01 1.3725 34.0 24.52 3.4515
1951-09-02 0.0 34.19 24.61 4.1748
1951-09-03 0.0 34.12 25.52 4.5082
1951-09-04 0.0 34.47 25.63 5.0498
1951-09-05 0.0 34.47 25.27 4.9731
1951-09-06 0.0 34.39 25.45 4.7122
1951-09-07 0.0 33.77 25.35 4.8823
1951-09-08 0.0 34.3 25.87 5.0203
1951-09-09 0.0 35.03 25.68 5.6347
