Date Pptn Tmax Tmin Wind
1951-01-01 0.14731 27.0 11.6 3.6949
1951-01-02 0.0 25.86 9.79 3.3653
1951-01-03 0.0 26.78 9.9 3.0649
1951-01-04 0.0 27.24 11.05 3.6017
1951-01-05 0.0 28.45 13.02 4.2399
1951-01-06 0.0 28.91 14.37 4.8156
1951-01-07 0.0 28.44 14.16 4.6453
1951-01-08 0.0 28.9 12.69 3.24
1951-01-09 0.0 29.79 12.66 1.5776
1951-01-10 0.0 29.93 13.4 1.9226
1951-01-11 0.0 30.25 12.52 0.98903
1951-01-12 0.0 30.93 13.42 2.9211
1951-01-13 0.0 31.09 14.87 2.8274
1951-01-14 0.0 30.41 15.86 3.4934
1951-01-15 1.6713 31.14 17.45 3.3178
1951-01-16 1.7666 30.36 16.98 0.72743
1951-01-17 0.0 29.3 13.93 3.2939999999999996
1951-01-18 0.0 28.36 12.69 1.7284
1951-01-19 3.0686 30.39 15.58 1.0347
1951-01-20 0.46615 28.69 13.59 0.4394
1951-01-21 0.0 28.02 12.18 0.59413
1951-01-22 0.0 28.28 13.15 2.4602
1951-01-23 0.0 27.89 12.93 2.0588
1951-01-24 0.0 28.43 13.59 3.3328
1951-01-25 0.0 29.46 12.58 4.1393
1951-01-26 0.0 29.93 12.87 3.0588
1951-01-27 0.0 31.26 13.2 2.2495
1951-01-28 0.0 31.52 11.93 1.138
1951-01-29 0.0 31.34 13.04 1.6132
1951-01-30 0.0 31.17 15.11 3.9235
1951-01-31 0.0 30.54 14.53 2.6248
1951-02-01 0.0 30.09 13.85 1.8706
1951-02-02 0.0 28.84 11.76 3.5762
1951-02-03 0.0 28.76 10.73 3.8977
1951-02-04 0.0 29.41 14.47 2.9745
1951-02-05 0.0 31.55 16.66 1.2273
1951-02-06 0.0 30.49 13.53 1.5114
1951-02-07 0.0 30.04 14.64 2.4412
1951-02-08 0.0 31.16 15.92 4.0114
1951-02-09 0.0 32.36 15.64 2.5652
1951-02-10 0.0 34.16 17.98 1.4742
1951-02-11 0.0 33.92 16.61 3.733
1951-02-12 0.0 32.87 14.21 4.3449
1951-02-13 0.0 32.92 13.35 4.3544
1951-02-14 0.0 32.49 12.82 4.4725
1951-02-15 0.0 32.68 12.53 3.9161
1951-02-16 0.0 32.32 12.07 5.1384
1951-02-17 0.0 33.61 14.17 4.3305
1951-02-18 0.0 33.41 13.17 3.4025
1951-02-19 0.0 34.14 14.09 3.1047
1951-02-20 0.0 35.9 15.24 4.7717
1951-02-21 0.0 36.42 15.14 3.7157
1951-02-22 0.0 37.04 15.93 1.9208
1951-02-23 0.0 37.55 17.26 2.0366
1951-02-24 0.0 37.59 17.57 2.2521
1951-02-25 0.0 37.82 17.97 1.4372
1951-02-26 0.0 37.54 17.83 2.7039
1951-02-27 0.0 38.04 19.28 2.4993
1951-02-28 0.0 37.74 18.29 1.5376
1951-03-01 0.0 37.77 17.67 2.0068
1951-03-02 0.0 37.79 18.06 3.2653
1951-03-03 0.0 37.84 17.47 4.4346
1951-03-04 0.0 38.06 18.31 3.4484
1951-03-05 0.0 37.9 18.72 2.7778
1951-03-06 0.0 38.44 19.66 2.0626
1951-03-07 0.0 38.94 20.49 0.44692
1951-03-08 0.0 39.29 20.98 1.6303
1951-03-09 0.0 38.31 21.3 3.3715
1951-03-10 0.0 37.65 22.8 0.83583
1951-03-11 0.0 38.19 21.97 1.8965
1951-03-12 0.0 38.9 23.33 4.0495
1951-03-13 0.35867 37.48 21.61 4.0497
1951-03-14 0.0 37.31 21.72 3.3564
1951-03-15 0.0 37.61 22.07 2.2916
1951-03-16 0.0 38.78 24.08 2.2205
1951-03-17 0.0 38.88 23.09 2.3928
1951-03-18 0.0 38.92 22.24 3.548
1951-03-19 0.0 38.45 22.9 3.4653
1951-03-20 0.0 36.66 21.8 3.9619999999999997
1951-03-21 0.0 36.08 20.46 3.0486
1951-03-22 0.0 35.48 18.47 2.9659
1951-03-23 0.0 36.31 20.61 4.4019
1951-03-24 0.0 36.58 21.7 2.7351
1951-03-25 0.0 35.89 22.42 0.15058
1951-03-26 0.0 31.06 19.16 1.614
1951-03-27 0.0 33.19 20.15 1.7034
1951-03-28 0.0 34.41 21.06 0.9277799999999999
1951-03-29 2.4934 34.79 20.45 0.60783
1951-03-30 0.087964 32.84 21.28 1.0658
1951-03-31 0.0 33.95 19.07 1.3015
1951-04-01 0.0 34.43 20.9 2.1477
1951-04-02 0.0 34.91 23.0 2.4131
1951-04-03 0.0 36.72 22.38 1.5630000000000002
1951-04-04 0.0 37.35 22.38 2.0966
